"Disease","Report Year","DHBName","Ethnic Group","Case Count","Case rate per 100,000"
"Leptospirosis",2018,"Waikato","Asian",0,0
"Giardiasis",2018,"Waikato","Asian",7,16.5
"Meningoencephalitis - primary amoebic",2018,"Waikato","Asian",0,0
"Cysticercosis",2018,"Waikato","Asian",1,2.4
"Haemophilus influenzae type b",2018,"Waikato","MELAA",0,0
"Mumps",2018,"Waikato","MELAA",0,0
"Yersiniosis",2018,"Waikato","MELAA",0,0
"Giardiasis",2018,"Waikato","MELAA",2,41.5
"Rabies and other lyssaviruses",2018,"Waikato","MELAA",0,0
"Arboviral diseases",2018,"Waikato","MELAA",1,20.7
"Cryptosporidiosis",2018,"Waikato","MELAA",1,20.7
"Hydatid disease",2018,"Waikato","MELAA",0,0
"Typhoid fever",2018,"Waikato","MELAA",0,0
"Diphtheria",2018,"Waikato","MELAA",0,0
"VTEC/STEC infection",2018,"Waikato","MELAA",1,20.7
"Rickettsial disease",2018,"Waikato","MELAA",0,0
"Poliomyelitis",2018,"Waikato","MELAA",0,0
"Invasive pneumococcal disease",2018,"Waikato","MELAA",0,0
"Hepatitis A",2018,"Waikato","MELAA",1,20.7
"Hepatitis NOS",2018,"Waikato","MELAA",0,0
"Paratyphoid fever",2018,"Waikato","MELAA",0,0
"Hepatitis B",2018,"Waikato","MELAA",0,0
"Cholera",2018,"Waikato","MELAA",0,0
"Hepatitis C",2018,"Waikato","MELAA",0,0
"Malaria",2018,"Waikato","MELAA",0,0
"Cysticercosis",2018,"Waikato","MELAA",0,0
"Toxic shellfish poisoning",2018,"Waikato","MELAA",0,0
"Taeniasis",2018,"Waikato","MELAA",0,0
"Salmonellosis",2018,"Waikato","MELAA",3,62.2
"Rubella",2018,"Waikato","MELAA",0,0
"Rheumatic fever",2018,"Waikato","MELAA",0,0
"Shigellosis",2018,"Waikato","MELAA",0,0
"Meningococcal disease",2018,"Waikato","MELAA",0,0
"Measles",2018,"Waikato","MELAA",0,0
"Campylobacteriosis",2018,"Waikato","MELAA",4,83
"Q fever",2018,"Waikato","MELAA",0,0
"Acute gastroenteritis",2018,"Waikato","MELAA",1,20.7
"Brucellosis",2018,"Waikato","MELAA",0,0
"Listeriosis",2018,"Waikato","MELAA",0,0
"Tetanus",2018,"Waikato","MELAA",0,0
"Trichinosis",2018,"Waikato","MELAA",0,0
"Tuberculosis disease",2018,"Waikato","MELAA",2,41.5
"Mpox",2018,"Waikato","MELAA",0,0
"Pertussis",2018,"Waikato","MELAA",2,41.5
"Leprosy",2018,"Waikato","MELAA",0,0
"Legionellosis",2018,"Waikato","MELAA",0,0
"Leptospirosis",2018,"Waikato","MELAA",0,0
"Meningoencephalitis - primary amoebic",2018,"Waikato","MELAA",0,0
"Mumps",2018,"Waikato","European or Others",6,2.3
"Yersiniosis",2018,"Waikato","European or Others",60,23.1
"Haemophilus influenzae type b",2018,"Waikato","European or Others",0,0
"Hepatitis B",2018,"Waikato","European or Others",0,0
"Measles",2018,"Waikato","European or Others",1,0.4
"Rabies and other lyssaviruses",2018,"Waikato","European or Others",0,0
"Arboviral diseases",2018,"Waikato","European or Others",5,1.9
"Taeniasis",2018,"Waikato","European or Others",0,0
"Hydatid disease",2018,"Waikato","European or Others",0,0
"Poliomyelitis",2018,"Waikato","European or Others",0,0
"Invasive pneumococcal disease",2018,"Waikato","European or Others",33,12.7
"Cryptosporidiosis",2018,"Waikato","European or Others",104,40.1
"VTEC/STEC infection",2018,"Waikato","European or Others",49,18.9
"Listeriosis",2018,"Waikato","European or Others",0,0
"Rheumatic fever",2018,"Waikato","European or Others",3,1.2
"Hepatitis A",2018,"Waikato","European or Others",1,0.4
"Q fever",2018,"Waikato","European or Others",0,0
"Malaria",2018,"Waikato","European or Others",1,0.4
"Rubella",2018,"Waikato","European or Others",0,0
"Diphtheria",2018,"Waikato","European or Others",0,0
"Hepatitis C",2018,"Waikato","European or Others",0,0
"Brucellosis",2018,"Waikato","European or Others",0,0
"Salmonellosis",2018,"Waikato","European or Others",91,35.1
"Shigellosis",2018,"Waikato","European or Others",10,3.9
"Toxic shellfish poisoning",2018,"Waikato","European or Others",0,0
"Meningococcal disease",2018,"Waikato","European or Others",4,1.5
"Cysticercosis",2018,"Waikato","European or Others",0,0
"Tetanus",2018,"Waikato","European or Others",0,0
"Rickettsial disease",2018,"Waikato","European or Others",2,0.8
"Acute gastroenteritis",2018,"Waikato","European or Others",12,4.6
"Mpox",2018,"Waikato","European or Others",0,0
"Giardiasis",2018,"Waikato","European or Others",130,50.1
"Typhoid fever",2018,"Waikato","European or Others",2,0.8
"Cholera",2018,"Waikato","European or Others",0,0
"Tuberculosis disease",2018,"Waikato","European or Others",1,0.4
"Hepatitis NOS",2018,"Waikato","European or Others",0,0
"Meningoencephalitis - primary amoebic",2018,"Waikato","European or Others",0,0
"Trichinosis",2018,"Waikato","European or Others",0,0
"Campylobacteriosis",2018,"Waikato","European or Others",590,227.6
"Leprosy",2018,"Waikato","European or Others",0,0
"Pertussis",2018,"Waikato","European or Others",228,87.9
"Legionellosis",2018,"Waikato","European or Others",6,2.3
"Leptospirosis",2018,"Waikato","European or Others",20,7.7
"Paratyphoid fever",2018,"Waikato","European or Others",0,0
"Taeniasis",2018,"Lakes","Māori",0,0
"Hepatitis A",2018,"Lakes","Māori",0,0
"Q fever",2018,"Lakes","Māori",0,0
"Poliomyelitis",2018,"Lakes","Māori",0,0
"Diphtheria",2018,"Lakes","Māori",0,0
"Hepatitis B",2018,"Lakes","Māori",0,0
"Invasive pneumococcal disease",2018,"Lakes","Māori",12,28.7
"Meningococcal disease",2018,"Lakes","Māori",0,0
"Hydatid disease",2018,"Lakes","Māori",0,0
"Mumps",2018,"Lakes","Māori",11,26.3
"VTEC/STEC infection",2018,"Lakes","Māori",2,4.8
"Shigellosis",2018,"Lakes","Māori",0,0
"Haemophilus influenzae type b",2018,"Lakes","Māori",1,2.4
"Listeriosis",2018,"Lakes","Māori",0,0
"Malaria",2018,"Lakes","Māori",0,0
"Cryptosporidiosis",2018,"Lakes","Māori",4,9.6
"Tuberculosis disease",2018,"Lakes","Māori",1,2.4
"Hepatitis C",2018,"Lakes","Māori",0,0
"Arboviral diseases",2018,"Lakes","Māori",0,0
"Yersiniosis",2018,"Lakes","Māori",16,38.2
"Cholera",2018,"Lakes","Māori",0,0
"Rabies and other lyssaviruses",2018,"Lakes","Māori",0,0
"Leprosy",2018,"Lakes","Māori",0,0
"Brucellosis",2018,"Lakes","Māori",0,0
"Acute gastroenteritis",2018,"Lakes","Māori",1,2.4
"Salmonellosis",2018,"Lakes","Māori",4,9.6
"Meningoencephalitis - primary amoebic",2018,"Lakes","Māori",0,0
"Mpox",2018,"Lakes","Māori",0,0
"Typhoid fever",2018,"Lakes","Māori",0,0
"Toxic shellfish poisoning",2018,"Lakes","Māori",0,0
"Leptospirosis",2018,"Lakes","Māori",0,0
"Giardiasis",2018,"Lakes","Māori",4,9.6
"Campylobacteriosis",2018,"Lakes","Māori",21,50.2
"Measles",2018,"Lakes","Māori",0,0
"Rheumatic fever",2018,"Lakes","Māori",2,4.8
"Hepatitis NOS",2018,"Lakes","Māori",0,0
"Rickettsial disease",2018,"Lakes","Māori",0,0
"Cysticercosis",2018,"Lakes","Māori",0,0
"Paratyphoid fever",2018,"Lakes","Māori",0,0
"Pertussis",2018,"Lakes","Māori",27,64.5
"Rubella",2018,"Lakes","Māori",0,0
"Tetanus",2018,"Lakes","Māori",0,0
"Legionellosis",2018,"Lakes","Māori",0,0
"Trichinosis",2018,"Lakes","Māori",0,0
"Diphtheria",2018,"Lakes","Pacific",0,0
"Haemophilus influenzae type b",2018,"Lakes","Pacific",0,0
"Meningococcal disease",2018,"Lakes","Pacific",0,0
"Tuberculosis disease",2018,"Lakes","Pacific",0,0
"Hepatitis A",2018,"Lakes","Pacific",0,0
"Shigellosis",2018,"Lakes","Pacific",0,0
"Rabies and other lyssaviruses",2018,"Lakes","Pacific",0,0
"Arboviral diseases",2018,"Lakes","Pacific",0,0
"Hepatitis B",2018,"Lakes","Pacific",0,0
"Giardiasis",2018,"Lakes","Pacific",0,0
"Mumps",2018,"Lakes","Pacific",2,68.7
"Yersiniosis",2018,"Lakes","Pacific",0,0
"Hepatitis C",2018,"Lakes","Pacific",0,0
"Brucellosis",2018,"Lakes","Pacific",0,0
"Cholera",2018,"Lakes","Pacific",0,0
"VTEC/STEC infection",2018,"Lakes","Pacific",0,0
"Measles",2018,"Lakes","Pacific",0,0
"Campylobacteriosis",2018,"Lakes","Pacific",6,206.2
"Salmonellosis",2018,"Lakes","Pacific",1,34.4
"Poliomyelitis",2018,"Lakes","Pacific",0,0
"Cryptosporidiosis",2018,"Lakes","Pacific",1,34.4
"Acute gastroenteritis",2018,"Lakes","Pacific",0,0
"Rickettsial disease",2018,"Lakes","Pacific",0,0
"Malaria",2018,"Lakes","Pacific",0,0
"Mpox",2018,"Lakes","Pacific",0,0
"Invasive pneumococcal disease",2018,"Lakes","Pacific",0,0
"Hepatitis NOS",2018,"Lakes","Pacific",0,0
"Q fever",2018,"Lakes","Pacific",0,0
"Listeriosis",2018,"Lakes","Pacific",0,0
"Rheumatic fever",2018,"Lakes","Pacific",1,34.4
"Leprosy",2018,"Lakes","Pacific",0,0
"Taeniasis",2018,"Lakes","Pacific",0,0
"Legionellosis",2018,"Lakes","Pacific",0,0
"Trichinosis",2018,"Lakes","Pacific",0,0
"Pertussis",2018,"Lakes","Pacific",0,0
"Meningoencephalitis - primary amoebic",2018,"Lakes","Pacific",0,0
"Typhoid fever",2018,"Lakes","Pacific",0,0
"Leptospirosis",2018,"Lakes","Pacific",0,0
"Toxic shellfish poisoning",2018,"Lakes","Pacific",0,0
"Cysticercosis",2018,"Lakes","Pacific",0,0
"Rubella",2018,"Lakes","Pacific",0,0
"Hydatid disease",2018,"Lakes","Pacific",0,0
"Paratyphoid fever",2018,"Lakes","Pacific",0,0
"Tetanus",2018,"Lakes","Pacific",0,0
"Meningococcal disease",2018,"Lakes","Asian",0,0
"Tuberculosis disease",2018,"Lakes","Asian",4,45.4
"Meningoencephalitis - primary amoebic",2018,"Lakes","Asian",0,0
"Cysticercosis",2018,"Lakes","Asian",0,0
"Malaria",2018,"Lakes","Asian",0,0
"Hepatitis B",2018,"Lakes","Asian",0,0
"Brucellosis",2018,"Lakes","Asian",0,0
"VTEC/STEC infection",2018,"Lakes","Asian",1,11.3
"Hepatitis A",2018,"Lakes","Asian",0,0
"Invasive pneumococcal disease",2018,"Lakes","Asian",2,22.7
"Legionellosis",2018,"Lakes","Asian",0,0
"Haemophilus influenzae type b",2018,"Lakes","Asian",0,0
"Pertussis",2018,"Lakes","Asian",0,0
"Measles",2018,"Lakes","Asian",0,0
"Leprosy",2018,"Lakes","Asian",0,0
"Campylobacteriosis",2018,"Lakes","Asian",8,90.7
"Listeriosis",2018,"Lakes","Asian",0,0
"Cryptosporidiosis",2018,"Lakes","Asian",0,0
"Taeniasis",2018,"Lakes","Asian",0,0
"Diphtheria",2018,"Lakes","Asian",0,0
"Hydatid disease",2018,"Lakes","Asian",0,0
"Mumps",2018,"Lakes","Asian",9,102
"Yersiniosis",2018,"Lakes","Asian",7,79.4
"Cholera",2018,"Lakes","Asian",0,0
"Giardiasis",2018,"Lakes","Asian",1,11.3
"Shigellosis",2018,"Lakes","Asian",0,0
"Rheumatic fever",2018,"Lakes","Asian",0,0
"Acute gastroenteritis",2018,"Lakes","Asian",0,0
"Salmonellosis",2018,"Lakes","Asian",0,0
"Paratyphoid fever",2018,"Lakes","Asian",0,0
"Hepatitis C",2018,"Lakes","Asian",0,0
"Poliomyelitis",2018,"Lakes","Asian",0,0
"Toxic shellfish poisoning",2018,"Lakes","Asian",0,0
"Rickettsial disease",2018,"Lakes","Asian",0,0
"Tetanus",2018,"Lakes","Asian",0,0
"Mpox",2018,"Lakes","Asian",0,0
"Trichinosis",2018,"Lakes","Asian",0,0
"Hepatitis NOS",2018,"Lakes","Asian",0,0
"Arboviral diseases",2018,"Lakes","Asian",0,0
"Leptospirosis",2018,"Lakes","Asian",0,0
"Rabies and other lyssaviruses",2018,"Lakes","Asian",0,0
"Typhoid fever",2018,"Lakes","Asian",1,11.3
"Q fever",2018,"Lakes","Asian",0,0
"Rubella",2018,"Lakes","Asian",0,0
"VTEC/STEC infection",2018,"Lakes","MELAA",0,0
"Hepatitis B",2018,"Lakes","MELAA",0,0
"Meningoencephalitis - primary amoebic",2018,"Lakes","MELAA",0,0
"Meningococcal disease",2018,"Lakes","MELAA",0,0
"Measles",2018,"Lakes","MELAA",0,0
"Tuberculosis disease",2018,"Lakes","MELAA",0,0
"Salmonellosis",2018,"Lakes","MELAA",0,0
"Rubella",2018,"Lakes","MELAA",0,0
"Q fever",2018,"Lakes","MELAA",0,0
"Cryptosporidiosis",2018,"Lakes","MELAA",0,0
"Invasive pneumococcal disease",2018,"Lakes","MELAA",0,0
"Listeriosis",2018,"Lakes","MELAA",0,0
"Malaria",2018,"Lakes","MELAA",0,0
"Shigellosis",2018,"Lakes","MELAA",0,0
"Hydatid disease",2018,"Lakes","MELAA",0,0
"Hepatitis C",2018,"Lakes","MELAA",0,0
"Brucellosis",2018,"Lakes","MELAA",0,0
"Giardiasis",2018,"Lakes","MELAA",0,0
"Mumps",2018,"Lakes","MELAA",0,0
"Toxic shellfish poisoning",2018,"Lakes","MELAA",0,0
"Cholera",2018,"Lakes","MELAA",0,0
"Leprosy",2018,"Lakes","MELAA",0,0
"Legionellosis",2018,"Lakes","MELAA",0,0
"Yersiniosis",2018,"Lakes","MELAA",0,0
"Acute gastroenteritis",2018,"Lakes","MELAA",0,0
"Taeniasis",2018,"Lakes","MELAA",0,0
"Paratyphoid fever",2018,"Lakes","MELAA",0,0
"Tetanus",2018,"Lakes","MELAA",0,0
"Poliomyelitis",2018,"Lakes","MELAA",0,0
"Leptospirosis",2018,"Lakes","MELAA",0,0
"Pertussis",2018,"Lakes","MELAA",0,0
"Campylobacteriosis",2018,"Lakes","MELAA",1,173.9
"Mpox",2018,"Lakes","MELAA",0,0
"Typhoid fever",2018,"Lakes","MELAA",0,0
"Hepatitis NOS",2018,"Lakes","MELAA",0,0
"Hepatitis A",2018,"Lakes","MELAA",0,0
"Rheumatic fever",2018,"Lakes","MELAA",0,0
"Trichinosis",2018,"Lakes","MELAA",0,0
"Haemophilus influenzae type b",2018,"Lakes","MELAA",0,0
"Cysticercosis",2018,"Lakes","MELAA",0,0
"Diphtheria",2018,"Lakes","MELAA",0,0
"Arboviral diseases",2018,"Lakes","MELAA",0,0
"Rabies and other lyssaviruses",2018,"Lakes","MELAA",0,0
"Rickettsial disease",2018,"Lakes","MELAA",0,0
"Malaria",2018,"Lakes","European or Others",0,0
"Meningococcal disease",2018,"Lakes","European or Others",3,5.1
"Tuberculosis disease",2018,"Lakes","European or Others",0,0
"Brucellosis",2018,"Lakes","European or Others",0,0
"Tetanus",2018,"Lakes","European or Others",0,0
"Measles",2018,"Lakes","European or Others",0,0
"Cryptosporidiosis",2018,"Lakes","European or Others",20,33.8
"Salmonellosis",2018,"Lakes","European or Others",17,28.7
"Hepatitis NOS",2018,"Lakes","European or Others",0,0
"Legionellosis",2018,"Lakes","European or Others",3,5.1
"Shigellosis",2018,"Lakes","European or Others",2,3.4
"Cholera",2018,"Lakes","European or Others",0,0
"Hepatitis C",2018,"Lakes","European or Others",0,0
"Rheumatic fever",2018,"Lakes","European or Others",0,0
"Leprosy",2018,"Lakes","European or Others",0,0
"Yersiniosis",2018,"Lakes","European or Others",28,47.3
"Haemophilus influenzae type b",2018,"Lakes","European or Others",0,0
"Hepatitis B",2018,"Lakes","European or Others",0,0
"Giardiasis",2018,"Lakes","European or Others",27,45.6
"Meningoencephalitis - primary amoebic",2018,"Lakes","European or Others",0,0
"Trichinosis",2018,"Lakes","European or Others",0,0
"VTEC/STEC infection",2018,"Lakes","European or Others",7,11.8
"Q fever",2018,"Lakes","European or Others",0,0
"Cysticercosis",2018,"Lakes","European or Others",0,0
"Invasive pneumococcal disease",2018,"Lakes","European or Others",11,18.6
"Poliomyelitis",2018,"Lakes","European or Others",0,0
"Paratyphoid fever",2018,"Lakes","European or Others",0,0
"Hepatitis A",2018,"Lakes","European or Others",0,0
"Mpox",2018,"Lakes","European or Others",0,0
"Typhoid fever",2018,"Lakes","European or Others",0,0
"Toxic shellfish poisoning",2018,"Lakes","European or Others",0,0
"Pertussis",2018,"Lakes","European or Others",57,96.3
"Arboviral diseases",2018,"Lakes","European or Others",0,0
"Rubella",2018,"Lakes","European or Others",0,0
"Listeriosis",2018,"Lakes","European or Others",0,0
"Acute gastroenteritis",2018,"Lakes","European or Others",6,10.1
"Rickettsial disease",2018,"Lakes","European or Others",0,0
"Hydatid disease",2018,"Lakes","European or Others",0,0
"Diphtheria",2018,"Lakes","European or Others",0,0
"Rabies and other lyssaviruses",2018,"Lakes","European or Others",0,0
"Leptospirosis",2018,"Lakes","European or Others",4,6.8
"Taeniasis",2018,"Lakes","European or Others",0,0
"Campylobacteriosis",2018,"Lakes","European or Others",118,199.3
"Mumps",2018,"Lakes","European or Others",19,32.1
"Legionellosis",2018,"Tairawhiti","Māori",0,0
"Salmonellosis",2018,"Tairawhiti","Māori",2,7.5
"Listeriosis",2018,"Tairawhiti","Māori",0,0
"Cryptosporidiosis",2018,"Tairawhiti","Māori",4,15.1
"Meningococcal disease",2018,"Tairawhiti","Māori",0,0
"Giardiasis",2018,"Tairawhiti","Māori",10,37.7
"Q fever",2018,"Tairawhiti","Māori",0,0
"Tetanus",2018,"Tairawhiti","Māori",0,0
"Cholera",2018,"Tairawhiti","Māori",0,0
"Brucellosis",2018,"Tairawhiti","Māori",0,0
"Paratyphoid fever",2018,"Tairawhiti","Māori",0,0
"Hepatitis A",2018,"Tairawhiti","Māori",0,0
"Tuberculosis disease",2018,"Tairawhiti","Māori",0,0
"Haemophilus influenzae type b",2018,"Tairawhiti","Māori",0,0
"Hepatitis B",2018,"Tairawhiti","Māori",0,0
"Mpox",2018,"Tairawhiti","Māori",0,0
"Measles",2018,"Tairawhiti","Māori",0,0
"Trichinosis",2018,"Tairawhiti","Māori",0,0
"Hepatitis NOS",2018,"Tairawhiti","Māori",0,0
"Rubella",2018,"Tairawhiti","Māori",0,0
"Leprosy",2018,"Tairawhiti","Māori",0,0
"Invasive pneumococcal disease",2018,"Tairawhiti","Māori",4,15.1
"Hepatitis C",2018,"Tairawhiti","Māori",0,0
"Taeniasis",2018,"Tairawhiti","Māori",0,0
"Rheumatic fever",2018,"Tairawhiti","Māori",2,7.5
"Shigellosis",2018,"Tairawhiti","Māori",0,0
"Typhoid fever",2018,"Tairawhiti","Māori",0,0
"Rabies and other lyssaviruses",2018,"Tairawhiti","Māori",0,0
"Diphtheria",2018,"Tairawhiti","Māori",0,0
"Cysticercosis",2018,"Tairawhiti","Māori",0,0
"Campylobacteriosis",2018,"Tairawhiti","Māori",9,34
"VTEC/STEC infection",2018,"Tairawhiti","Māori",0,0
"Acute gastroenteritis",2018,"Tairawhiti","Māori",0,0
"Arboviral diseases",2018,"Tairawhiti","Māori",0,0
"Mumps",2018,"Tairawhiti","Māori",1,3.8
"Poliomyelitis",2018,"Tairawhiti","Māori",0,0
"Malaria",2018,"Tairawhiti","Māori",1,3.8
"Yersiniosis",2018,"Tairawhiti","Māori",0,0
"Hydatid disease",2018,"Tairawhiti","Māori",0,0
"Pertussis",2018,"Tairawhiti","Māori",6,22.6
"Rickettsial disease",2018,"Tairawhiti","Māori",0,0
"Meningoencephalitis - primary amoebic",2018,"Tairawhiti","Māori",0,0
"Leptospirosis",2018,"Tairawhiti","Māori",2,7.5
"Toxic shellfish poisoning",2018,"Tairawhiti","Māori",0,0
"Legionellosis",2018,"Tairawhiti","Pacific",0,0
"Hepatitis A",2018,"Tairawhiti","Pacific",0,0
"Meningococcal disease",2018,"Tairawhiti","Pacific",0,0
"Giardiasis",2018,"Tairawhiti","Pacific",1,83.7
"Salmonellosis",2018,"Tairawhiti","Pacific",0,0
"Hepatitis B",2018,"Tairawhiti","Pacific",0,0
"Brucellosis",2018,"Tairawhiti","Pacific",0,0
"Paratyphoid fever",2018,"Tairawhiti","Pacific",0,0
"Measles",2018,"Tairawhiti","Pacific",0,0
"Tuberculosis disease",2018,"Tairawhiti","Pacific",0,0
"Haemophilus influenzae type b",2018,"Tairawhiti","Pacific",0,0
"Rabies and other lyssaviruses",2018,"Tairawhiti","Pacific",0,0
"Mpox",2018,"Tairawhiti","Pacific",0,0
"Cholera",2018,"Tairawhiti","Pacific",0,0
"Hepatitis NOS",2018,"Tairawhiti","Pacific",0,0
"Q fever",2018,"Tairawhiti","Pacific",0,0
"Cysticercosis",2018,"Tairawhiti","Pacific",0,0
"Tetanus",2018,"Tairawhiti","Pacific",0,0
"Hepatitis C",2018,"Tairawhiti","Pacific",0,0
"Malaria",2018,"Tairawhiti","Pacific",0,0
"Taeniasis",2018,"Tairawhiti","Pacific",0,0
"Rheumatic fever",2018,"Tairawhiti","Pacific",0,0
"Hydatid disease",2018,"Tairawhiti","Pacific",0,0
"Typhoid fever",2018,"Tairawhiti","Pacific",0,0
"Rickettsial disease",2018,"Tairawhiti","Pacific",0,0
"Diphtheria",2018,"Tairawhiti","Pacific",0,0
"Invasive pneumococcal disease",2018,"Tairawhiti","Pacific",0,0
"Trichinosis",2018,"Tairawhiti","Pacific",0,0
"Leptospirosis",2018,"Tairawhiti","Pacific",1,83.7
"Acute gastroenteritis",2018,"Tairawhiti","Pacific",0,0
"Leprosy",2018,"Tairawhiti","Pacific",0,0
"Rubella",2018,"Tairawhiti","Pacific",0,0
"Cryptosporidiosis",2018,"Tairawhiti","Pacific",0,0
"Yersiniosis",2018,"Tairawhiti","Pacific",0,0
"Arboviral diseases",2018,"Tairawhiti","Pacific",0,0
"VTEC/STEC infection",2018,"Tairawhiti","Pacific",0,0
"Shigellosis",2018,"Tairawhiti","Pacific",0,0
"Meningoencephalitis - primary amoebic",2018,"Tairawhiti","Pacific",0,0
"Listeriosis",2018,"Tairawhiti","Pacific",0,0
"Mumps",2018,"Tairawhiti","Pacific",1,83.7
"Toxic shellfish poisoning",2018,"Tairawhiti","Pacific",0,0
"Pertussis",2018,"Tairawhiti","Pacific",1,83.7
"Poliomyelitis",2018,"Tairawhiti","Pacific",0,0
"Campylobacteriosis",2018,"Tairawhiti","Pacific",2,167.4
"Haemophilus influenzae type b",2018,"Tairawhiti","Asian",0,0
"Hepatitis A",2018,"Tairawhiti","Asian",0,0
"Meningococcal disease",2018,"Tairawhiti","Asian",0,0
