"Disease","Report Year","DHBName","Age Group (year)","Case Count","Case rate per 100,000"
"Poliomyelitis",2008,"South Canterbury","5–9",0,0
"Salmonellosis",2008,"South Canterbury","5–9",2,60.4
"Measles",2008,"South Canterbury","5–9",0,0
"Paratyphoid fever",2008,"South Canterbury","5–9",0,0
"Trichinosis",2008,"South Canterbury","5–9",0,0
"Leptospirosis",2008,"South Canterbury","5–9",0,0
"Invasive pneumococcal disease",2008,"South Canterbury","5–9",0,0
"Hepatitis A",2008,"South Canterbury","5–9",0,0
"Mumps",2008,"South Canterbury","5–9",0,0
"Mpox",2008,"South Canterbury","5–9",0,0
"Malaria",2008,"South Canterbury","5–9",0,0
"Leprosy",2008,"South Canterbury","5–9",0,0
"Haemophilus influenzae type b",2008,"South Canterbury","5–9",0,0
"Taeniasis",2008,"South Canterbury","5–9",0,0
"Hydatid disease",2008,"South Canterbury","5–9",0,0
"Q fever",2008,"South Canterbury","5–9",0,0
"VTEC/STEC infection",2008,"South Canterbury","5–9",0,0
"Hydatid disease",2008,"South Canterbury","10–14",0,0
"Listeriosis",2008,"South Canterbury","10–14",0,0
"Poliomyelitis",2008,"South Canterbury","10–14",0,0
"Shigellosis",2008,"South Canterbury","10–14",0,0
"Cholera",2008,"South Canterbury","10–14",0,0
"Rickettsial disease",2008,"South Canterbury","10–14",0,0
"Rheumatic fever",2008,"South Canterbury","10–14",0,0
"Taeniasis",2008,"South Canterbury","10–14",0,0
"Toxic shellfish poisoning",2008,"South Canterbury","10–14",0,0
"Mumps",2008,"South Canterbury","10–14",0,0
"Campylobacteriosis",2008,"South Canterbury","10–14",1,26.2
"Hepatitis B",2008,"South Canterbury","10–14",0,0
"Arboviral diseases",2008,"South Canterbury","10–14",0,0
"Tetanus",2008,"South Canterbury","10–14",0,0
"Measles",2008,"South Canterbury","10–14",0,0
"Acute gastroenteritis",2008,"South Canterbury","10–14",1,26.2
"Invasive pneumococcal disease",2008,"South Canterbury","10–14",0,0
"Yersiniosis",2008,"South Canterbury","10–14",0,0
"Salmonellosis",2008,"South Canterbury","10–14",1,26.2
"Cysticercosis",2008,"South Canterbury","10–14",0,0
"Meningococcal disease",2008,"South Canterbury","10–14",0,0
"Hepatitis NOS",2008,"South Canterbury","10–14",0,0
"Hepatitis A",2008,"South Canterbury","10–14",0,0
"Legionellosis",2008,"South Canterbury","10–14",0,0
"Pertussis",2008,"South Canterbury","10–14",1,26.2
"Rubella",2008,"South Canterbury","10–14",0,0
"Haemophilus influenzae type b",2008,"South Canterbury","10–14",0,0
"Diphtheria",2008,"South Canterbury","10–14",0,0
"Tuberculosis disease",2008,"South Canterbury","10–14",0,0
"Cryptosporidiosis",2008,"South Canterbury","10–14",4,104.9
"Paratyphoid fever",2008,"South Canterbury","10–14",0,0
"Brucellosis",2008,"South Canterbury","10–14",0,0
"Giardiasis",2008,"South Canterbury","10–14",0,0
"Meningoencephalitis - primary amoebic",2008,"South Canterbury","10–14",0,0
"Typhoid fever",2008,"South Canterbury","10–14",0,0
"VTEC/STEC infection",2008,"South Canterbury","10–14",0,0
"Mpox",2008,"South Canterbury","10–14",0,0
"Hepatitis C",2008,"South Canterbury","10–14",0,0
"Malaria",2008,"South Canterbury","10–14",0,0
"Leptospirosis",2008,"South Canterbury","10–14",0,0
"Rabies and other lyssaviruses",2008,"South Canterbury","10–14",0,0
"Q fever",2008,"South Canterbury","10–14",0,0
"Leprosy",2008,"South Canterbury","10–14",0,0
"Trichinosis",2008,"South Canterbury","10–14",0,0
"Cryptosporidiosis",2008,"South Canterbury","15–19",6,160.5
"Legionellosis",2008,"South Canterbury","15–19",0,0
"Typhoid fever",2008,"South Canterbury","15–19",0,0
"Measles",2008,"South Canterbury","15–19",0,0
"Hepatitis B",2008,"South Canterbury","15–19",0,0
"Hepatitis NOS",2008,"South Canterbury","15–19",0,0
"VTEC/STEC infection",2008,"South Canterbury","15–19",1,26.7
"Diphtheria",2008,"South Canterbury","15–19",0,0
"Meningococcal disease",2008,"South Canterbury","15–19",2,53.5
"Tetanus",2008,"South Canterbury","15–19",0,0
"Rickettsial disease",2008,"South Canterbury","15–19",0,0
"Hydatid disease",2008,"South Canterbury","15–19",0,0
"Toxic shellfish poisoning",2008,"South Canterbury","15–19",0,0
"Rheumatic fever",2008,"South Canterbury","15–19",0,0
"Shigellosis",2008,"South Canterbury","15–19",0,0
"Haemophilus influenzae type b",2008,"South Canterbury","15–19",0,0
"Cholera",2008,"South Canterbury","15–19",0,0
"Q fever",2008,"South Canterbury","15–19",0,0
"Giardiasis",2008,"South Canterbury","15–19",0,0
"Mumps",2008,"South Canterbury","15–19",0,0
"Campylobacteriosis",2008,"South Canterbury","15–19",15,401.2
"Acute gastroenteritis",2008,"South Canterbury","15–19",0,0
"Yersiniosis",2008,"South Canterbury","15–19",0,0
"Rubella",2008,"South Canterbury","15–19",0,0
"Mpox",2008,"South Canterbury","15–19",0,0
"Malaria",2008,"South Canterbury","15–19",0,0
"Cysticercosis",2008,"South Canterbury","15–19",0,0
"Taeniasis",2008,"South Canterbury","15–19",0,0
"Paratyphoid fever",2008,"South Canterbury","15–19",0,0
"Brucellosis",2008,"South Canterbury","15–19",0,0
"Meningoencephalitis - primary amoebic",2008,"South Canterbury","15–19",0,0
"Pertussis",2008,"South Canterbury","15–19",2,53.5
"Listeriosis",2008,"South Canterbury","15–19",0,0
"Leptospirosis",2008,"South Canterbury","15–19",0,0
"Arboviral diseases",2008,"South Canterbury","15–19",0,0
"Tuberculosis disease",2008,"South Canterbury","15–19",0,0
"Rabies and other lyssaviruses",2008,"South Canterbury","15–19",0,0
"Salmonellosis",2008,"South Canterbury","15–19",3,80.2
"Hepatitis A",2008,"South Canterbury","15–19",0,0
"Leprosy",2008,"South Canterbury","15–19",0,0
"Invasive pneumococcal disease",2008,"South Canterbury","15–19",0,0
"Trichinosis",2008,"South Canterbury","15–19",0,0
"Hepatitis C",2008,"South Canterbury","15–19",0,0
"Poliomyelitis",2008,"South Canterbury","15–19",0,0
"Arboviral diseases",2008,"South Canterbury","20–24",0,0
"Hepatitis NOS",2008,"South Canterbury","20–24",0,0
"Meningococcal disease",2008,"South Canterbury","20–24",0,0
"Toxic shellfish poisoning",2008,"South Canterbury","20–24",0,0
"Poliomyelitis",2008,"South Canterbury","20–24",0,0
"Cryptosporidiosis",2008,"South Canterbury","20–24",1,41.2
"Q fever",2008,"South Canterbury","20–24",0,0
"Cholera",2008,"South Canterbury","20–24",0,0
"Giardiasis",2008,"South Canterbury","20–24",1,41.2
"Rheumatic fever",2008,"South Canterbury","20–24",0,0
"Typhoid fever",2008,"South Canterbury","20–24",0,0
"Cysticercosis",2008,"South Canterbury","20–24",0,0
"Hepatitis B",2008,"South Canterbury","20–24",0,0
"Campylobacteriosis",2008,"South Canterbury","20–24",12,494.6
"Legionellosis",2008,"South Canterbury","20–24",0,0
"Mumps",2008,"South Canterbury","20–24",0,0
"VTEC/STEC infection",2008,"South Canterbury","20–24",0,0
"Hydatid disease",2008,"South Canterbury","20–24",0,0
"Rickettsial disease",2008,"South Canterbury","20–24",0,0
"Shigellosis",2008,"South Canterbury","20–24",0,0
"Salmonellosis",2008,"South Canterbury","20–24",3,123.7
"Tetanus",2008,"South Canterbury","20–24",0,0
"Malaria",2008,"South Canterbury","20–24",0,0
"Pertussis",2008,"South Canterbury","20–24",0,0
"Listeriosis",2008,"South Canterbury","20–24",0,0
"Hepatitis C",2008,"South Canterbury","20–24",0,0
"Paratyphoid fever",2008,"South Canterbury","20–24",0,0
"Haemophilus influenzae type b",2008,"South Canterbury","20–24",0,0
"Invasive pneumococcal disease",2008,"South Canterbury","20–24",0,0
"Brucellosis",2008,"South Canterbury","20–24",0,0
"Measles",2008,"South Canterbury","20–24",0,0
"Trichinosis",2008,"South Canterbury","20–24",0,0
"Mpox",2008,"South Canterbury","20–24",0,0
"Hepatitis A",2008,"South Canterbury","20–24",0,0
"Acute gastroenteritis",2008,"South Canterbury","20–24",0,0
"Yersiniosis",2008,"South Canterbury","20–24",0,0
"Rubella",2008,"South Canterbury","20–24",0,0
"Leprosy",2008,"South Canterbury","20–24",0,0
"Rabies and other lyssaviruses",2008,"South Canterbury","20–24",0,0
"Tuberculosis disease",2008,"South Canterbury","20–24",0,0
"Meningoencephalitis - primary amoebic",2008,"South Canterbury","20–24",0,0
"Taeniasis",2008,"South Canterbury","20–24",0,0
"Diphtheria",2008,"South Canterbury","20–24",0,0
"Leptospirosis",2008,"South Canterbury","20–24",0,0
"Hepatitis NOS",2008,"South Canterbury","25–29",0,0
"Hepatitis B",2008,"South Canterbury","25–29",0,0
"Pertussis",2008,"South Canterbury","25–29",0,0
"Malaria",2008,"South Canterbury","25–29",0,0
"Giardiasis",2008,"South Canterbury","25–29",0,0
"Meningococcal disease",2008,"South Canterbury","25–29",0,0
"Hepatitis A",2008,"South Canterbury","25–29",0,0
"Q fever",2008,"South Canterbury","25–29",0,0
"Arboviral diseases",2008,"South Canterbury","25–29",0,0
"Salmonellosis",2008,"South Canterbury","25–29",4,178.1
"Cryptosporidiosis",2008,"South Canterbury","25–29",2,89
"Taeniasis",2008,"South Canterbury","25–29",0,0
"Typhoid fever",2008,"South Canterbury","25–29",0,0
"Cysticercosis",2008,"South Canterbury","25–29",0,0
"Campylobacteriosis",2008,"South Canterbury","25–29",8,356.2
"Mpox",2008,"South Canterbury","25–29",0,0
"Mumps",2008,"South Canterbury","25–29",0,0
"Legionellosis",2008,"South Canterbury","25–29",0,0
"Toxic shellfish poisoning",2008,"South Canterbury","25–29",0,0
"Rubella",2008,"South Canterbury","25–29",0,0
"Poliomyelitis",2008,"South Canterbury","25–29",0,0
"Hydatid disease",2008,"South Canterbury","25–29",0,0
"Diphtheria",2008,"South Canterbury","25–29",0,0
"Acute gastroenteritis",2008,"South Canterbury","25–29",1,44.5
"Meningoencephalitis - primary amoebic",2008,"South Canterbury","25–29",0,0
"Tuberculosis disease",2008,"South Canterbury","25–29",0,0
"Hepatitis C",2008,"South Canterbury","25–29",0,0
"Listeriosis",2008,"South Canterbury","25–29",0,0
"Paratyphoid fever",2008,"South Canterbury","25–29",0,0
"Cholera",2008,"South Canterbury","25–29",0,0
"Trichinosis",2008,"South Canterbury","25–29",0,0
"Measles",2008,"South Canterbury","25–29",0,0
"Tetanus",2008,"South Canterbury","25–29",0,0
"Yersiniosis",2008,"South Canterbury","25–29",1,44.5
"Rheumatic fever",2008,"South Canterbury","25–29",0,0
"Brucellosis",2008,"South Canterbury","25–29",0,0
"VTEC/STEC infection",2008,"South Canterbury","25–29",0,0
"Rickettsial disease",2008,"South Canterbury","25–29",0,0
"Rabies and other lyssaviruses",2008,"South Canterbury","25–29",0,0
"Leprosy",2008,"South Canterbury","25–29",0,0
"Haemophilus influenzae type b",2008,"South Canterbury","25–29",0,0
"Leptospirosis",2008,"South Canterbury","25–29",0,0
"Invasive pneumococcal disease",2008,"South Canterbury","25–29",0,0
"Shigellosis",2008,"South Canterbury","25–29",0,0
"Measles",2008,"South Canterbury","30–34",0,0
"Giardiasis",2008,"South Canterbury","30–34",3,111.8
"Meningococcal disease",2008,"South Canterbury","30–34",0,0
"Mumps",2008,"South Canterbury","30–34",0,0
"Hepatitis B",2008,"South Canterbury","30–34",0,0
"Haemophilus influenzae type b",2008,"South Canterbury","30–34",0,0
"Pertussis",2008,"South Canterbury","30–34",1,37.3
"Q fever",2008,"South Canterbury","30–34",0,0
"Poliomyelitis",2008,"South Canterbury","30–34",0,0
"Malaria",2008,"South Canterbury","30–34",0,0
"Hepatitis A",2008,"South Canterbury","30–34",0,0
"Leptospirosis",2008,"South Canterbury","30–34",0,0
"Rubella",2008,"South Canterbury","30–34",0,0
"Toxic shellfish poisoning",2008,"South Canterbury","30–34",0,0
"Arboviral diseases",2008,"South Canterbury","30–34",0,0
"Campylobacteriosis",2008,"South Canterbury","30–34",6,223.6
"Hepatitis NOS",2008,"South Canterbury","30–34",0,0
"Legionellosis",2008,"South Canterbury","30–34",0,0
"Rickettsial disease",2008,"South Canterbury","30–34",0,0
"Brucellosis",2008,"South Canterbury","30–34",0,0
"Salmonellosis",2008,"South Canterbury","30–34",1,37.3
"Taeniasis",2008,"South Canterbury","30–34",0,0
"Hydatid disease",2008,"South Canterbury","30–34",0,0
"Listeriosis",2008,"South Canterbury","30–34",0,0
"Cholera",2008,"South Canterbury","30–34",0,0
"Cysticercosis",2008,"South Canterbury","30–34",0,0
"Typhoid fever",2008,"South Canterbury","30–34",0,0
"Hepatitis C",2008,"South Canterbury","30–34",0,0
"Tetanus",2008,"South Canterbury","30–34",0,0
"Diphtheria",2008,"South Canterbury","30–34",0,0
"Mpox",2008,"South Canterbury","30–34",0,0
"Trichinosis",2008,"South Canterbury","30–34",0,0
"Cryptosporidiosis",2008,"South Canterbury","30–34",3,111.8
"Invasive pneumococcal disease",2008,"South Canterbury","30–34",0,0
"Meningoencephalitis - primary amoebic",2008,"South Canterbury","30–34",0,0
"Leprosy",2008,"South Canterbury","30–34",0,0
"Yersiniosis",2008,"South Canterbury","30–34",1,37.3
"Rheumatic fever",2008,"South Canterbury","30–34",0,0
"VTEC/STEC infection",2008,"South Canterbury","30–34",0,0
"Acute gastroenteritis",2008,"South Canterbury","30–34",0,0
"Paratyphoid fever",2008,"South Canterbury","30–34",0,0
"Shigellosis",2008,"South Canterbury","30–34",1,37.3
"Tuberculosis disease",2008,"South Canterbury","30–34",0,0
"Rabies and other lyssaviruses",2008,"South Canterbury","30–34",0,0
"Arboviral diseases",2008,"South Canterbury","35–39",0,0
"Mumps",2008,"South Canterbury","35–39",0,0
"Hepatitis C",2008,"South Canterbury","35–39",0,0
"Measles",2008,"South Canterbury","35–39",0,0
"Meningococcal disease",2008,"South Canterbury","35–39",0,0
"Legionellosis",2008,"South Canterbury","35–39",1,28.9
"Toxic shellfish poisoning",2008,"South Canterbury","35–39",0,0
"Haemophilus influenzae type b",2008,"South Canterbury","35–39",0,0
"Acute gastroenteritis",2008,"South Canterbury","35–39",0,0
"Hepatitis B",2008,"South Canterbury","35–39",0,0
"Yersiniosis",2008,"South Canterbury","35–39",1,28.9
"Campylobacteriosis",2008,"South Canterbury","35–39",6,173.5
"Hepatitis NOS",2008,"South Canterbury","35–39",0,0
"Cysticercosis",2008,"South Canterbury","35–39",0,0
"Salmonellosis",2008,"South Canterbury","35–39",1,28.9
"Poliomyelitis",2008,"South Canterbury","35–39",0,0
"Rubella",2008,"South Canterbury","35–39",0,0
"Cryptosporidiosis",2008,"South Canterbury","35–39",1,28.9
"Rickettsial disease",2008,"South Canterbury","35–39",0,0
"Typhoid fever",2008,"South Canterbury","35–39",0,0
"Malaria",2008,"South Canterbury","35–39",0,0
"Hepatitis A",2008,"South Canterbury","35–39",0,0
"Shigellosis",2008,"South Canterbury","35–39",0,0
"Trichinosis",2008,"South Canterbury","35–39",0,0
"Q fever",2008,"South Canterbury","35–39",0,0
"Giardiasis",2008,"South Canterbury","35–39",4,115.7
"Meningoencephalitis - primary amoebic",2008,"South Canterbury","35–39",0,0
"Taeniasis",2008,"South Canterbury","35–39",0,0
"Cholera",2008,"South Canterbury","35–39",0,0
"Tuberculosis disease",2008,"South Canterbury","35–39",0,0
"VTEC/STEC infection",2008,"South Canterbury","35–39",0,0
"Paratyphoid fever",2008,"South Canterbury","35–39",0,0
"Brucellosis",2008,"South Canterbury","35–39",0,0
"Hydatid disease",2008,"South Canterbury","35–39",0,0
"Rheumatic fever",2008,"South Canterbury","35–39",0,0
"Listeriosis",2008,"South Canterbury","35–39",0,0
"Invasive pneumococcal disease",2008,"South Canterbury","35–39",0,0
"Rabies and other lyssaviruses",2008,"South Canterbury","35–39",0,0
"Pertussis",2008,"South Canterbury","35–39",2,57.8
"Leprosy",2008,"South Canterbury","35–39",0,0
"Mpox",2008,"South Canterbury","35–39",0,0
"Tetanus",2008,"South Canterbury","35–39",0,0
"Diphtheria",2008,"South Canterbury","35–39",0,0
"Leptospirosis",2008,"South Canterbury","35–39",0,0
"Taeniasis",2008,"South Canterbury","40–44",0,0
"Hepatitis C",2008,"South Canterbury","40–44",0,0
"Arboviral diseases",2008,"South Canterbury","40–44",0,0
"Campylobacteriosis",2008,"South Canterbury","40–44",8,211
"Toxic shellfish poisoning",2008,"South Canterbury","40–44",0,0
"Listeriosis",2008,"South Canterbury","40–44",0,0
"Hepatitis NOS",2008,"South Canterbury","40–44",0,0
"Trichinosis",2008,"South Canterbury","40–44",0,0
"Haemophilus influenzae type b",2008,"South Canterbury","40–44",0,0
"Hepatitis B",2008,"South Canterbury","40–44",0,0
"Hydatid disease",2008,"South Canterbury","40–44",0,0
"VTEC/STEC infection",2008,"South Canterbury","40–44",0,0
"Malaria",2008,"South Canterbury","40–44",0,0
"Giardiasis",2008,"South Canterbury","40–44",1,26.4
"Brucellosis",2008,"South Canterbury","40–44",0,0
"Hepatitis A",2008,"South Canterbury","40–44",0,0
"Rubella",2008,"South Canterbury","40–44",0,0
"Cysticercosis",2008,"South Canterbury","40–44",0,0
"Leprosy",2008,"South Canterbury","40–44",0,0
"Tetanus",2008,"South Canterbury","40–44",0,0
"Measles",2008,"South Canterbury","40–44",0,0
"Shigellosis",2008,"South Canterbury","40–44",0,0
"Legionellosis",2008,"South Canterbury","40–44",0,0
"Rheumatic fever",2008,"South Canterbury","40–44",0,0
"Tuberculosis disease",2008,"South Canterbury","40–44",0,0
"Mumps",2008,"South Canterbury","40–44",0,0
"Invasive pneumococcal disease",2008,"South Canterbury","40–44",0,0
"Pertussis",2008,"South Canterbury","40–44",0,0
"Meningococcal disease",2008,"South Canterbury","40–44",0,0
"Rickettsial disease",2008,"South Canterbury","40–44",0,0
"Salmonellosis",2008,"South Canterbury","40–44",1,26.4
"Cholera",2008,"South Canterbury","40–44",0,0
"Acute gastroenteritis",2008,"South Canterbury","40–44",0,0
"Yersiniosis",2008,"South Canterbury","40–44",0,0
"Diphtheria",2008,"South Canterbury","40–44",0,0
"Typhoid fever",2008,"South Canterbury","40–44",0,0
"Mpox",2008,"South Canterbury","40–44",0,0
"Leptospirosis",2008,"South Canterbury","40–44",0,0
"Q fever",2008,"South Canterbury","40–44",0,0
"Poliomyelitis",2008,"South Canterbury","40–44",0,0
"Rabies and other lyssaviruses",2008,"South Canterbury","40–44",0,0
"Meningoencephalitis - primary amoebic",2008,"South Canterbury","40–44",0,0
"Cryptosporidiosis",2008,"South Canterbury","40–44",3,79.1
"Paratyphoid fever",2008,"South Canterbury","40–44",0,0
"Campylobacteriosis",2008,"South Canterbury","45–49",9,207.6
"Mpox",2008,"South Canterbury","45–49",0,0
"Taeniasis",2008,"South Canterbury","45–49",0,0
"Cholera",2008,"South Canterbury","45–49",0,0
"Mumps",2008,"South Canterbury","45–49",0,0
"Q fever",2008,"South Canterbury","45–49",0,0
"VTEC/STEC infection",2008,"South Canterbury","45–49",0,0
"Rickettsial disease",2008,"South Canterbury","45–49",0,0
"Arboviral diseases",2008,"South Canterbury","45–49",0,0
"Haemophilus influenzae type b",2008,"South Canterbury","45–49",0,0
"Shigellosis",2008,"South Canterbury","45–49",0,0
"Listeriosis",2008,"South Canterbury","45–49",0,0
"Giardiasis",2008,"South Canterbury","45–49",1,23.1
"Brucellosis",2008,"South Canterbury","45–49",0,0
"Hepatitis A",2008,"South Canterbury","45–49",0,0
"Hepatitis C",2008,"South Canterbury","45–49",0,0
"Hydatid disease",2008,"South Canterbury","45–49",0,0
"Rheumatic fever",2008,"South Canterbury","45–49",0,0
"Trichinosis",2008,"South Canterbury","45–49",0,0
"Toxic shellfish poisoning",2008,"South Canterbury","45–49",0,0
"Paratyphoid fever",2008,"South Canterbury","45–49",0,0
"Cysticercosis",2008,"South Canterbury","45–49",0,0
